SquareRootSum,Well Name,API Number
25273.81065371821,ASBECK 44-7HU,33-053-05536-0000
24324.867938899482,ROLFSRUD STATE 152-96-29-32-1H,33-053-05301-0000
25403.80539890825,JOHNSON FEDERAL 24X-31F,33-053-06050-0000
25709.763658907876,WAHPETON 12-16H3,33-053-04732-0000
27413.671633987666,MERTON 21-15TFH 3NH,33-053-04872-0000
25341.06765170718,SMOKEY 4-15-22-13H3,33-053-04925-0000
24945.700985171774,ALICE 44X-34H,33-053-04947-0000
23532.644056138273,MARLENE 42X-20D,33-053-04975-0000
25226.28744287197,DUKE 34X-31F,33-053-05072-0000
24539.004075489698,BLUE RIDGE 44-31TFH,33-053-05104-0000
25384.158007389175,SANDERS 150-100-9-10-1H,33-053-05159-0000
26581.880869953504,WRIGHT 44-34H,33-053-05207-0000
26112.121153678803,CAPER 2-15-22H,33-053-05232-0000
25885.27621411253,CAPER 3-15-22H,33-053-05233-0000
25767.184889125936,ROLFSRUD STATE 152-96-29-32-10H,33-053-05302-0000
25476.47380824905,HONOLULU 3-22H3,33-053-05324-0000
26116.324859244647,HOFFMAN 149-98-14-23-2H,33-053-05336-0000
25574.419082671262,ROLFSON 14X-34E,33-053-05416-0000
25452.096539972892,HAGEN BANKS 5298 #42-31 3T,33-053-05516-0000
24899.483073511787,ARCHES  14-35TFH,33-053-05529-0000
25291.21344780436,COPPER DRAW 21-27TFH,33-053-05563-0000
25177.65559923322,STAFFORD 14-34TFH,33-053-05569-0000
25015.378151337227,SALERS 1-27H,33-053-05058-0000
24457.332633402606,BLUE RIDGE 24-31MBH,33-053-05101-0000
25772.165595465587,MORK FARM 24-8H,33-053-05140-0000
26413.5738116314,CAPITOL 14-7TFH,33-053-05150-0000
24816.75920119305,WILSON FEDERAL 1X-20H,33-053-05216-0000
26148.368481272402,HOVLAND 150-99-26-35-3H,33-053-05265-0000
25759.930534541432,JAMESTOWN FEDERAL 4-17H1,33-053-05268-0000
25454.360552095983,JERRY 6-8H,33-053-05305-0000
25005.58094406327,HA-LINK- 152-95-3526H-4,33-053-05359-0000
25323.04759234362,HOVDE  150-100-6-7-1H,33-053-05383-0000
19570.390053141506,LUKE 13-36H,33-053-05412-0000
26203.791719222623,BONNER 9X-12HA,33-053-05425-0000
26022.01054280779,RUBY STATE FEDERAL 34X-36E,33-053-05433-0000
25153.58824797965,CRATERLANDS 11-14TFH-R,33-053-05457-0000
25987.314503474576,DENALI 21-4TFH 2NH,33-053-05497-0000
25237.79943847918,NORMAN 21-4MBH,33-053-05520-0000
25373.141807763972,SYVERSON 150-99-36-25-2H,33-053-05625-0000
25937.119437256326,WHITE 5198 12-6 3T,33-053-05708-0000
26386.98505528057,BW-R PETERSON- 149-99-1102H-4,33-053-05745-0000
25424.104715724014,VAN DYKE FEDERAL 44X-19E,33-053-05749-0000
24916.409442806962,SORENSON 152-96-24C-13-2HR,33-053-05794-0000
25886.59118254275,BB-BUDAHN A- LS-150-95-0403H-1,33-053-05824-0000
25175.89714071775,EXCALIBUR 6-25-36H,33-053-05877-0000
24674.526236199552,OLSON 3-8H,33-053-05891-0000
25166.59857923593,MIRAMAR 2-32H,33-053-06053-0000
25775.361915303925,JONES 1-15-22BH,33-053-06251-0000
24044.760973403332,VAN HISE TRUST 153-95-28D-21-1HS,33-053-05495-0000
25577.233640096812,MCCOY 44X-23H,33-053-05939-0000
25224.18113700423,ROLFSRUD STATE 152-96-29-32-12H,33-053-05967-0000
24790.185596368578,HAMMERHEAD 21-26TFH,33-053-06076-0000
25791.034842332327,HEINZ 18-19 4H,33-053-06330-0000
24938.88524280105,DAGNY TAGGART 3-21-16H,33-053-06436-0000
25419.867156663113,STATE 7-36-1BH,33-053-06804-0000
25557.56967290904,TAT USA 14-22H,33-053-06658-0000
26054.377925838107,AN-EVENSON- 152-95-0310H-12,33-053-07136-0000
25269.700263455838,ERNIE 6-2-11THD,33-053-07142-0000
26005.284050025297,RACHEL WOLF  27-34HS,33-053-07260-0000
25652.40708208296,BB-CHAPIN A- 151-95-0403H-4,33-053-07487-0000
25545.471337706807,LASSEN  4-1-26MBH,33-053-07642-0000
25378.0310937807,WHITE 5198 12-6 7B,33-053-07647-0000
32434.37497057096,LUNDIN  11X-4AXD,33-053-07872-0000
25191.252817404697,THURLOW - WILLIAMS 11-18-2H,33-053-05354-0000
25415.133583691822,SUNLINE 31-1TFH-6SH,33-053-05019-0000
25563.76645365272,CHITWOOD 34-36-2H,33-053-05124-0000
25966.190677203693,TAT 2-33-28TH,33-053-05293-0000
26258.706277516798,ANTELOPE  1-31-30H,33-053-05296-0000
25362.271934635508,BRATCHER 14-36H,33-053-05307-0000
25068.852241369168,HA-LINK- 152-95-3526H-3,33-053-05358-0000
24446.73099746467,TY WEBB  1-1-12H,33-053-05363-0000
24952.138265136717,DEAN WORMER  2-33-28H,33-053-05364-0000
25189.681568459735,DEAN WORMER  1-33-28H,33-053-05365-0000
25562.909967443065,SMOKEY 4-15-22-14H3,33-053-05463-0000
24665.06977609429,LUCY 14X-32A,33-053-05464-0000
25795.068998707873,HA-NELSON- 152-95-3328H-6,33-053-05472-0000
25080.628540680555,BW-KRAETSCH- 149-99-1423H-3,33-053-05544-0000
26416.23473101532,BW-R PETERSON- 149-99-1102H-3,33-053-05545-0000
25979.561044484566,MOBERG 3-17-16BH,33-053-05677-0000
26521.66998531578,FLECK 150-100-12-1-4H,33-053-05703-0000
26121.38019122267,TRACY 13-35H,33-053-05713-0000
25962.37343464769,WHITE 5198 13-6 14T,33-053-05773-0000
19176.986642004,GILBERTSON  34X-26BXC,33-053-05822-0000
25574.874630386756,LOOMER 150-99-2-11-4H,33-053-05936-0000
25596.391574753266,MCCOY 44X-23G2,33-053-05937-0000
25342.423507825766,HARRISBURG 1-34H,33-053-05947-0000
25066.86760334446,COPPER DRAW 41-27MBH-ULW,33-053-05925-0000
25164.1940841049,WADE FEDERAL 5300 31-30 2B,33-053-05995-0000
24145.039502641117,HARLEY 21-2TFH-R,33-053-06044-0000
18926.047106104856,JORE {FEDERAL} 2-12H,33-053-06052-0000
25392.27026574032,SKEDSVOLD 21-4H,33-053-06105-0000
25353.186268396326,RADERMECHER 4-22H2,33-053-06134-0000
26640.299507117033,AMUNDSON 34X-22A,33-053-06164-0000
26573.81689326733,KELLOGG RANCH FEDERAL 2-32H1,33-053-06200-0000
25844.319966338833,SORENSON 14X-33F,33-053-06287-0000
25064.958672409575,BB-SIVERTSON- 151-95-2019H-5,33-053-06503-0000
26373.002952870196,FORT BERTHOLD 152-93-7C-6-8H,33-053-06584-0000
25559.79739544897,KLAMM 34X-9D,33-053-06769-0000
24913.780085727656,BIG JON 11-2MBH-ULW,33-053-05157-0000
25777.1745610414,KIRKLAND 2-23-14BH,33-053-05215-0000
26650.66338589154,VEEDER 4-27-34BH,33-053-05246-0000
26652.756041685443,HOVLAND 150-99-26-35-4H,33-053-05266-0000
25036.429388201508,GUSTAFSON 148-100-5-8-3H,33-053-05368-0000
20610.397258299025,MANDAREE 134-05H,33-053-05391-0000
25470.929218089,AN-GUDBRANSON- 153-94-2215H-5,33-053-05453-0000
25095.38114539008,MONSON 152-102-35-26-4H,33-053-05579-0000
24736.603691897562,TARPON FEDERAL 44-19TFHU,33-053-05595-0000
25499.373819009754,HAYMAKER 11-15TFH,33-053-05660-0000
18718.733444002028,GILBERTSON 11X-26B,33-053-05753-0000
25324.14447834319,D ANNUNZIO 4-7-6H,33-053-05830-0000
23626.259883858045,HA-ROLFSRUD- 152-96-1720H-6,33-053-05841-0000
25564.512260584987,RIECKHOFF 21X-3B,33-053-05864-0000
24629.06197809612,SHENANDOAH 44-36MBH ULW,33-053-05949-0000
25105.87989156325,STATE 152-102-36-25-4H,33-053-05951-0000
25530.630700834634,CHALMERS WADE FEDERAL 5301 44-24 12TXR,33-053-06012-0000
25511.011114859793,SYVERSON 150-99-36-25-10H,33-053-06016-0000
26150.312042467103,BB-BELQUIST- 150-95-1110H-10,33-053-06120-0000
24608.307212329742,MRACHEK 21-26-3HR,33-053-06146-0000
25542.01452213392,AMUNDSON 34X-22F,33-053-06158-0000
25351.61566471849,JONES 6-15-22TH,33-053-06236-0000
24491.572029906532,STATE 31-3-4H,33-053-06269-0000
25973.023800004496,EMMA OWNER 23-14HD,33-053-06291-0000
23703.786150748154,KINGS CANYON 7-8-34MBH,33-053-06300-0000
24955.16324890703,MORGAN 24-21TFH,33-053-06403-0000
20196.083621734688,ROLLA FEDERAL 153-96-29-13H,33-053-06418-0000
25776.38216473561,THOMPSON 44X-20EXF,33-053-06561-0000
25301.180089979993,STENEHJEM 41-3-3H,33-053-06609-0000
27784.859162862424,THOMPSON 153-95-8D-6-3H,33-053-06629-0000
25559.254096004053,RINK 12X-4H,33-053-06679-0000
24879.94634675887,WILEY  6-25H1,33-053-06682-0000
19874.237563461396,NATION 3W-4H-TF,33-053-06786-0000
26829.317125131976,RYAN 14X-9F2,33-053-06906-0000
25785.20658210052,P. LEVANG 14-13-23-24LL,33-053-06254-0000
25654.09338675019,LEE 151-101-8-5-2H,33-053-06474-0000
25929.35911791111,BW-HEDSTROM- LW-149-100-1201H-1,33-053-06646-0000
25310.830899051893,HARLEY FEDERAL 24X-15E,33-053-06940-0000
22133.46051559945,WEST CLARK 104-0136H,33-053-06955-0000
25324.068947483538,AN-BRENNA- 153-94-3130H-2,33-053-06969-0000
25650.951522280804,HA-CHAPIN- 152-95-2932H-10,33-053-07083-0000
25743.616224268106,TAT 7-33-28BHD,33-053-07089-0000
25243.90472099156,ERNIE 3-10-2-11BHD,33-053-07146-0000
25023.722954037035,ROLLA FEDERAL 21-3-1H,33-053-07155-0000
25716.761711866056,LUND 21X-17F,33-053-07192-0000
25859.836252196183,RACHEL WOLF  27-34HY,33-053-07258-0000
25709.04591910015,ROLFSON S 5198 14-29 13T,33-053-07281-0000
25604.7053386072,NORFOLK 8-1H1,33-053-07285-0000
25430.79976409708,KDM 5-7-6THD,33-053-07310-0000
25934.941551430187,STENEHJEM 9H,33-053-07321-0000
25269.24715364706,KDM 5-7-6BHD,33-053-07326-0000
25623.595132004797,ROLFSON S 5198 41-33 14BX,33-053-07389-0000
32790.90298321167,HEREFORD FEDERAL 7-20H,33-053-07426-0000
25424.441543333847,MARCELLA USA 21-4TFH,33-053-07473-0000
25279.626812601487,KOALA FEDERAL 31-25H,33-053-07518-0000
25331.752524481995,RUBY PARSHALL 31-30HY,33-053-07566-0000
26016.963238104865,GRIZZLY 24-13HW,33-053-07621-0000
26192.878852850445,CHAMELEON STATE 31-16HU,33-053-07649-0000
25853.868087156705,CLARKS CREEK  73-0719H,33-053-07663-0000
24350.223002256058,GARTER 152-94-18A-19H,33-053-07679-0000
25770.000077889017,BB-LARS ROTHIE- 151-95-2932H-4,33-053-07739-0000
26218.384723748717,PATSY 5198 12-17 9T,33-053-07799-0000
null,SHEEP CREEK STORM 1-1V,33-053-07843-0000
25387.708986074344,CROFF 7-1-2 MBH,33-053-07857-0000
25432.944521623915,LENA USA 14-22H,33-053-07922-0000
25554.925012576343,ND LEVANG 6-16-21BHD,33-053-07946-0000
25951.00239316393,BW-HEDSTROM- 149-100-1201H-5,33-053-07994-0000
26047.148630207106,GRIZZLY 24-13HG,33-053-07618-0000
20177.256282976137,SHERVEN TRUST 153-95-27B-3H,33-053-05205-0000
25005.972219869796,MONSON 152-102-35-26-3H,33-053-05580-0000
26069.549783394803,KALE BAD BRAVE 19-18HB,33-053-05608-0000
26243.742049656335,TAT 1-33-28BH,33-053-05717-0000
26092.002513789546,MASTON 34-27 #8TFH,33-053-05727-0000
25237.947926533172,ECKERT FOUNDATION 152-102-22-15-4H,33-053-05758-0000
25135.636953554607,SALERS FEDERAL 5-27H,33-053-05918-0000
26007.17479443125,TAT 4-35-26TH,33-053-05957-0000
26261.837360750294,HA-DAHL- 152-95-0706H-4,33-053-05968-0000
25519.60973073256,BB-CHAPIN A- 151-95-0403H-9,33-053-06196-0000
27457.862923834768,TETON 8-8-10TFSH,33-053-06296-0000
25886.96136205252,OLSON 152-96-30-31-10H,33-053-06361-0000
24366.61380027188,VICEROY  152-94-32D-29H TF,33-053-05664-0000
25473.70592442529,HAYMAKER 31-15TFH-A,33-053-05692-0000
25971.22081244738,TAT 1-35-26BH,33-053-05716-0000
26280.631560333553,HA-MOGEN- 152-95-0805H-7,33-053-05723-0000
25996.75117394672,ELWAY 1-32H,33-053-05755-0000
26051.550824471084,MOBERG 2-20-21TH,33-053-05789-0000
25046.21835376351,WADE FEDERAL  5300 41-30 7T,33-053-05998-0000
25103.843694193525,KLINE FEDERAL 5300 41-18 12TX,33-053-06030-0000
24581.61230032725,J GARVIN JACOBSON 150-101-8-5-7H,33-053-06189-0000
25255.93805865266,P. LEVANG 4-14-23BH,33-053-06318-0000
25669.277201793197,OLSON 152-96-30-31-12H,33-053-06356-0000
26355.225285176373,FORT BERTHOLD 152-93-7C-6-10H,33-053-06582-0000
25374.257715007152,DAILEY 4-12-13TH,33-053-06607-0000
25810.646118220287,STATE 8-25-24BH,33-053-06717-0000
25132.591685697676,ECKERT FOUNDATION  152-102-22-15-2HX,33-053-06815-0000
25941.755542938878,HENDERSON 36-25-35-26T2H,33-053-06842-0000
25647.88595296696,HYSTED 5200 11-30 8B,33-053-06896-0000
25332.48179491303,RYAN 14X-9E,33-053-06902-0000
25089.488859329118,BRENNA 152-96-22D-14-1HS,33-053-05557-0000
25273.534512608243,JOEL GOODSEN 6-32-29H,33-053-06038-0000
30345.944635446762,MONROE 8-2H,33-053-06590-0000
25598.31399960747,JOHNSRUD  5198 14-18 13T,33-053-06984-0000
19483.82428806265,LARSEN 152-96-9-3HLW,33-053-07013-0000
22228.44907115429,WEST CLARK 117-0136H,33-053-07014-0000
25812.968231367737,AN-EVENSON- 152-95-0310H-14,33-053-07017-0000
23592.214443591343,FOREMAN 12-11-1-2T2H,33-053-07069-0000
19597.324453815116,FLYER 152-94-23DH TF,33-053-07160-0000
25480.6785270114,LUCY EVANS  29-32HUL,33-053-07189-0000
25067.09034152947,FORT BERTHOLD 152-94-13A-24-16H,33-053-07275-0000
26035.43190899855,FORLAND  5198 41-33 6T,33-053-07394-0000
26183.116675218404,FORLAND 5098 13-4 7B,33-053-07395-0000
25449.76185762845,KOALA 44-31-2TFH,33-053-07409-0000
26827.613587960073,HOLSTEIN FEDERAL 13-25H,33-053-07411-0000
25376.673208038912,ROLLA FEDERAL 11-3-1TFH,33-053-07418-0000
32865.79351031251,HEREFORD FEDERAL 9-20H,33-053-07425-0000
32944.778789667114,HEREFORD FEDERAL 6-20H1,33-053-07431-0000
26156.996565997404,LUNDIN 11X-15AXB,33-053-07504-0000
25492.28422907802,LASSEN 1-1-26UTFH,33-053-07514-0000
25430.293835848614,REMINGTON  3E MBH,33-053-07636-0000
25273.125901259227,HA-GRIMESTAD- 152-95-3031H-9,33-053-07639-0000
25379.29776066312,BB-LARS ROTHIE- 151-95-3229H-5,33-053-07672-0000
25344.073597399452,BB-LARS ROTHIE- LW-151-95-3229H-1,33-053-07676-0000
25439.490915511655,AN-DINWOODIE- 153-94-2833H-2,33-053-07690-0000
25349.86220642826,BEETLE 150-94-11C-12H,33-053-07700-0000
25133.134582546605,ND LEVANG 4-16-21T2HD,33-053-07912-0000
25264.356156165944,FRICK 24-8-2TFH,33-053-07763-0000
26831.35781836059,ANDERSON 152-96-9-4-4HLW,33-053-08070-0000
25657.117753966442,TETON 7-8-10MBH,33-053-06297-0000
25805.531800263292,DEKING 1-8-34MBH-ULW,33-053-06155-0000
25575.861621310043,MORGAN 14-21TFH ULW,33-053-06409-0000
26034.36621703129,AMUNDSON 44X-22HXE,33-053-06738-0000
24947.122430901723,ANDERSMADSON 5201 43-24 9B,33-053-06797-0000
24848.3408082411,HELSINGBORG FEDERAL 153-96-22-27-2H,33-053-06171-0000
25281.45529842774,BW-STOVELAND- 149-100-1003H-2,33-053-06185-0000
25642.788166819926,ROEN 24X-23A,33-053-06746-0000
26428.86918504838,MALM 149-98-11-2-7HLW,33-053-07228-0000
25944.45098005352,KDM 3-7-6T3HD,33-053-07424-0000
26138.177527165124,FORT BERTHOLD 152-93-7C-6-14H,33-053-07549-0000
25879.671921382618,GARMANN 19-18 3H,33-053-04600-0000
27458.326090147955,BULLY FEDERAL 44X-20B,33-053-04897-0000
25187.462317589678,FORT BERTHOLD 151-94-26B-35-3H,33-053-04065-0000
25389.734000843728,FORT BERTHOLD 152-93-9C-10-6H,33-053-03852-0000
25941.488718346525,JOHNSON 150-99-34-27-3H,33-053-04299-0000
24137.88972244467,BB-BUDAHN-150-95- 0506H-3,33-053-04270-0000
31099.744001319366,HONOR 150-94-06B-18H TF,33-053-04311-0000
25108.60930629373,WISNESS 152-96-33C-28-5H,33-053-04475-0000
26069.89137423476,LUCILLE 1-27H,33-053-04606-0000
18987.203817542486,CLEAR CREEK 152-96-34B-6H,33-053-04650-0000
26399.085334702413,LOOMER 41X-4H,33-053-04986-0000
24577.733827285625,SUNLINE 21-1MBH-5SH,33-053-05069-0000
26345.69454046714,BUGS 27-22 #7H,33-053-05043-0000
25209.30384295449,RISING SUN 21-1MBH-5NH,33-053-05068-0000
26108.62456847545,CAPITOL 14-7MBH,33-053-05151-0000
25474.466142590703,SANDERS 150-100-9-10-2H,33-053-05249-0000
25081.718210938023,TARPON FEDERAL 24-20-1RTF,33-053-05977-0000
25385.534388389384,BJARNE 3-29H,33-053-04838-0000
25909.270946688175,BW-ERLER 149-99-1522H-3,33-053-05021-0000
25836.175038161124,LILLIBRIDGE 41-27TFH-ULW,33-053-05926-0000
25269.692727108893,SMOKEY 4-15-22-14H,33-053-04924-0000
26193.542556928034,MARGARET 5-8 #5TFH,33-053-04453-0000
24182.578565777472,BB-BUDAHN 150-95-0506H-4,33-053-04596-0000
26261.03476488503,BRODERSON  30-31 4TFH,33-053-04601-0000
25373.054213478124,PATTERSON FEDERAL 3-13H,33-053-04867-0000
25231.082499030836,BILL 14-23 6H,33-053-05000-0000
26556.770039362844,SKARSTON 1-12 #4H,33-053-05083-0000
26077.636875491615,POGO 2-28-33BH,33-053-05096-0000
22766.163375334017,BLUE RIDGE 24-31TFH,33-053-05102-0000
24855.026028584238,KELTER FEDERAL 7-1HTF3,33-053-05127-0000
25130.342723267822,BIG BEND 41-2TFH,33-053-05164-0000
25566.231349379595,RINK 13X-4B,33-053-05255-0000
25682.377110713485,MORK TRUST 21-17-6H,33-053-05494-0000
25796.67302210888,LAWLAR 4-5-8BH,33-053-04808-0000
26297.72096023722,POGO 2-28-33TH,33-053-05095-0000
24783.417957596164,ARCHER 34-25TFH,33-053-05122-0000
25776.440568084647,BW-ELLEN IDA- 150-99-3031H-3,33-053-05155-0000
26249.5150080911,TAT 2-35-26TH,33-053-05179-0000
24398.72284182309,VAN HISE TRUST  153-95-28D-21-6H,33-053-05237-0000
25649.83736444541,RINK 13X-4F,33-053-05254-0000
20368.365264792363,WISNESS STATE 152-96-21-16-1HX,33-053-05278-0000
25513.879037919734,JERRY 7-8H,33-053-05304-0000
20147.92720877262,MACK 10-2H3,33-053-05345-0000
19986.00906204388,MACK 9-2H2,33-053-05346-0000
25148.162410800516,BW-ARNEGARD STATE- 151-100-3625H-4,33-053-05375-0000
25275.07116423018,WISNESS 150-100-23-14-5H,33-053-05384-0000
25465.484295610793,FORT BERTHOLD 152-93-19D-18-6H,33-053-05444-0000
25368.882287655088,HAGEN 149-100-9-4-8H,33-053-05448-0000
27454.76372515524,KUHN  6-13H1,33-053-05461-0000
26344.720207768387,HA-NELSON- 152-95-3328H-9,33-053-05469-0000
25587.517014270845,DENALI 21-4MBH 3NH,33-053-05499-0000
23828.29022448946,GOOD VOICE 34-27HD,33-053-05501-0000
24663.38787954526,ARCHES 24-35TFH,33-053-05519-0000
25041.938396156555,RATTLE 152-94-18B-19H,33-053-05474-0000
25689.019027687686,DENALI 21-4TFH,33-053-05521-0000
25634.093164760092,MCCABE  150-101-24-13-4H,33-053-05655-0000
26197.17692818064,WHITE 5198 12-6 2T3,33-053-05707-0000
26049.535196191122,LUNDIN FEDERAL 31X-9H,33-053-05940-0000
25111.459770839687,CHALMERS 5300 21-19 10T,33-053-06022-0000
25243.903621716272,CHALMERS 5300 21-19 11B,33-053-06024-0000
25169.020152369856,KLINE FEDERAL 5300 41-18 14BX,33-053-06029-0000
25811.669941326927,JOHNSON 8-5-9-4LL,33-053-06033-0000
24839.438616701867,HA-THOMPSON- 152-95-1720H-9,33-053-06060-0000
25037.969672129966,HAMMERHEAD 41-26TFH,33-053-06077-0000
25597.15865326462,BROOKS 3-4H,33-053-06097-0000
19555.37846355575,SKAAR FEDERAL 153-96-29-3H,33-053-06126-0000
24608.808332873414,J GARVIN JACOBSON 150-101-8-5-6H,33-053-06190-0000
24860.248413097164,NORDENG 2-5H1,33-053-06202-0000
25634.718381369046,P. LEVANG 3-14-23BH,33-053-06319-0000
25872.88327106973,ROVELSTAD 21-13-3H,33-053-06411-0000
21844.69654926797,HENDRICKSON 10-36H,33-053-06451-0000
25589.31952597607,ARNEGARD 150-100-23-14-10TFH,33-053-06500-0000
25267.97646627248,BB-SIVERTSON- 151-95-2019H-4,33-053-06502-0000
25822.744539961277,STENEHJEM 31X-28G,33-053-06540-0000
26368.902326672607,WAHUS STATE 152-97-12-1-11H,33-053-05287-0000
24989.87228268484,BW-SHARON- 150-100-2536H-4,33-053-05316-0000
24766.600007108365,ROLFSRUD 2-11H,33-053-05651-0000
26079.779448791356,BLUE ANGEL 150-99-5-8-5HLW,33-053-05740-0000
25165.031780659447,HAMMERHEAD 11-26MBH,33-053-06071-0000
25202.075670356993,MILES 3-6H,33-053-06175-0000
25957.905034931075,SMOKEY 2-16-21-16H3,33-053-06858-0000
25479.61463096332,RENO USA 24-9TFH-2B,33-053-07506-0000
26676.10698263335,MERTON 21-15MBH 2NH,33-053-04870-0000
25095.81568155337,OAKLAND FEDERAL 1-1H,33-053-05231-0000
25905.01312636031,LOOMER 41X-3C,33-053-04931-0000
25190.135531902164,ROLFSRUD STATE 14X-36E,33-053-04943-0000
24965.32949417852,KOALA WOLD 153-97-1-5-29-2H,33-053-05053-0000
27072.422862507152,JOHNSTON 7-6 #5TFH,33-053-05185-0000
24969.496092410438,BB-BELQUIST- 150-95-1110H-5,33-053-05400-0000
25867.501442149372,OTIS 3-28-33BH,33-053-05421-0000
26192.722285858337,BONNER 9-12H,33-053-05426-0000
25193.921167235956,HA-NELSON A- 152-95-3427H-4,33-053-05484-0000
26138.94090287707,GOOD VOICE 34-27HB,33-053-05503-0000
25434.08026635915,JOHNSON 34-8-2H,33-053-05506-0000
24984.57160909508,BW-KRAETSCH- 149-99-1423H-2,33-053-05546-0000
25304.037041713324,TALON 5-9-4H,33-053-05551-0000
20574.339902985954,THOMPSON 41X-17MB3,33-053-05570-0000
25254.83880086349,SLUGGER 7-16-21H,33-053-05571-0000
27058.2660664149,GARFIELD 4-5H,33-053-05599-0000
25544.61179638673,CRAIG SKAAR 150-99-15-22-5H,33-053-05624-0000
24779.779910087982,GUY FEDERAL 24X-35A,33-053-05630-0000
26307.44095652217,FLATLAND FEDERAL 11-4TFH,33-053-05634-0000
18781.175385166924,SAND CREEK STATE  153-96-16-12H,33-053-05637-0000
25301.54525244654,SOFTSHELL 152-94-33C-28H TF,33-053-05661-0000
25522.430291351568,BULLRUSH 24-10TFH,33-053-05667-0000
25461.578456207306,BULLRUSH 34-10MBH-B,33-053-05669-0000
26233.798140902127,CAROL 12-35H,33-053-05673-0000
26347.464563075137,DIXIE 12X-35H,33-053-05674-0000
26058.7341243603,WHITE 5198 12-6 4T2,33-053-05709-0000
25381.869183669278,MASTON 34-27 #5TFH,33-053-05728-0000
24962.479187460525,BILLY RAY VALENTINE 1-8-5H,33-053-05775-0000
25182.106139528918,PAULSON 36-1 8TFH,33-053-05778-0000
19930.943333420022,MOBERG 1-18BH,33-053-05809-0000
25750.04111009534,LUKE 14-12H,33-053-05852-0000
26106.85401618701,JAMESTOWN FEDERAL 2-17H,33-053-05856-0000
26088.81539602939,RIECKHOFF 21X-3G,33-053-05863-0000
25632.582853705946,PAULSON 150-101-23-14-3H,33-053-05868-0000
25329.887933824342,OMLID 41X-13H,33-053-05902-0000
25768.995614233783,HOFFMANN 14X-12E,33-053-05909-0000
22537.211811315527,AN-BRENNA- 153-94-3130H-8,33-053-05932-0000
25456.409099981087,ROLFSRUD STATE 152-96-29-32-11H,33-053-05965-0000
26364.316956115134,HA-DAHL- 152-95-0706H-6,33-053-05970-0000
25943.419036682502,SEVERIN 1-16-17BH,33-053-05974-0000
25389.352049432062,BRITT 151-102-4-9-1H,33-053-05981-0000
25444.771308245236,CHALMERS 5301 44-24 3BR,33-053-06010-0000
25036.152467374053,CHALMERS 5300 21-19 8T,33-053-06021-0000
25947.318601522198,JORE FEDERAL 2-11-6H,33-053-06080-0000
25560.925450546583,STENEHJEM  15-9HB,33-053-06114-0000
25977.1972420448,KENNEDY 3-31H,33-053-06177-0000
28810.427410271095,TONY LUN USA 12-14TFH,33-053-06219-0000
25431.223927921754,TETON 6-8-10TFSH,33-053-06280-0000
25555.410274624825,MOBERG 20-21-29-28LL,33-053-06294-0000
28354.545304088373,BRIER 5200 42-22 11T2,33-053-06311-0000
26525.211241239907,SKARSTON 1-12 #8TFH,33-053-06332-0000
25865.28462476491,SATTER 31X-1H,33-053-06334-0000
26339.214868640258,RICHARD 8-5 #8TFH,33-053-06371-0000
19422.46403169536,AVALANCHE 36-15-TF1,33-053-06394-0000
26438.088713114266,KIRKLAND 24-21MBH,33-053-06404-0000
25721.86155946144,DEANE USA  24-22H,33-053-06522-0000
26271.37805559693,BOULDER 2-4H,33-053-06554-0000
26247.241370492633,RICH 1X-16HA,33-053-06870-0000
25993.790053287725,TACKLE  149-95-36C-25H TF,33-053-06874-0000
29333.378707924185,BRIER 5200 11-27 #8T2,33-053-05337-0000
26136.417926173435,HYSTED  5200 14-30 3T2,33-053-05419-0000
25535.214307401064,VEEDER 1-27-34BH,33-053-05467-0000
26037.754892127316,KIRKLAND 3-23-14BH,33-053-05528-0000
25150.50613267256,BRENNA 152-96-23D-14-2HS,33-053-05575-0000
26891.874060719532,ROEN 34-10-2H,33-053-05684-0000
25351.691088811018,HAYMAKER 44-22TFH-B,33-053-05697-0000
25387.432446438925,HAYMAKER 44-22MBH-B,33-053-05698-0000
26528.458417058464,TAT 33-28-34-27LL,33-053-05733-0000
23917.508529718853,USA 153-95-4B-9-1HS,33-053-05751-0000
23730.28029907991,D ANNUNZIO 5-7-6H,33-053-05829-0000
25229.93670140494,HA-ROLFSRUD- 152-96-1720H-2,33-053-05837-0000
25714.129283040093,LOOMER 150-99-2-11-5H,33-053-05935-0000
25020.777723965737,STATE 152-102-36-25-7H,33-053-05964-0000
25493.404698792194,JOEL GOODSEN 5-32-29H,33-053-06040-0000
25715.766224339885,STENEHJEM  15-9HA,33-053-06116-0000
25276.32166752908,MRACHEK 21-26-4H,33-053-06145-0000
25044.41981140709,TETON 2-1-3MTFH,33-053-06152-0000
26263.908840079384,BW-HEIDI HO- 149-99-3526H-3,33-053-06161-0000
24786.44402291099,SAND CREEK FEDERAL  153-96-21-28-13HLW,33-053-06228-0000
25267.439391218493,JONES 4-15-22BH,33-053-06237-0000
24900.081761233236,KINGS CANYON 4-8-34UTFH,33-053-06273-0000
25853.960793737195,TETON 3-8-10MBH,33-053-06278-0000
25711.61293104927,TETON 5-8-10MBH,33-053-06279-0000
25478.299015468045,SATTER 21X-1F,33-053-06340-0000
26850.402508865674,RICHARD 8-5 XW #1TFH,33-053-06375-0000
19280.724255649733,AVALANCHE 36-14-MB2,33-053-06395-0000
26136.530503768092,JOHNSRUD FEDERAL 34X-14AXB,33-053-06420-0000
